full_name,category,default_branch,commits_atom,releases_atom
dotnet/docs-desktop,docs,main,https://github.com/dotnet/docs-desktop/commits/main.atom,https://github.com/dotnet/docs-desktop/releases.atom
Azure-Samples/function-call-dynamic-query-demo,samples,main,https://github.com/Azure-Samples/function-call-dynamic-query-demo/commits/main.atom,https://github.com/Azure-Samples/function-call-dynamic-query-demo/releases.atom
MicrosoftDocs/azure-stack-docs,docs,main,https://github.com/MicrosoftDocs/azure-stack-docs/commits/main.atom,https://github.com/MicrosoftDocs/azure-stack-docs/releases.atom
Azure-Samples/remote-mcp-functions-typescript,samples,main,https://github.com/Azure-Samples/remote-mcp-functions-typescript/commits/main.atom,https://github.com/Azure-Samples/remote-mcp-functions-typescript/releases.atom
Azure-Samples/remote-mcp-functions-python,samples,main,https://github.com/Azure-Samples/remote-mcp-functions-python/commits/main.atom,https://github.com/Azure-Samples/remote-mcp-functions-python/releases.atom
microsoft/PowerBI-visuals-PowerKPIMatrix,samples,master,https://github.com/microsoft/PowerBI-visuals-PowerKPIMatrix/commits/master.atom,https://github.com/microsoft/PowerBI-visuals-PowerKPIMatrix/releases.atom
Azure-Samples/agent-openai-java-banking-assistant,samples,main,https://github.com/Azure-Samples/agent-openai-java-banking-assistant/commits/main.atom,https://github.com/Azure-Samples/agent-openai-java-banking-assistant/releases.atom
MicrosoftLearning/SC-200T00A-Microsoft-Security-Operations-Analyst,training,master,https://github.com/MicrosoftLearning/SC-200T00A-Microsoft-Security-Operations-Analyst/commits/master.atom,https://github.com/MicrosoftLearning/SC-200T00A-Microsoft-Security-Operations-Analyst/releases.atom
MicrosoftDocs/data-tools,docs,main,https://github.com/MicrosoftDocs/data-tools/commits/main.atom,https://github.com/MicrosoftDocs/data-tools/releases.atom
Azure/alz-terraform-accelerator,samples,main,https://github.com/Azure/alz-terraform-accelerator/commits/main.atom,https://github.com/Azure/alz-terraform-accelerator/releases.atom
MicrosoftDocs/microsoftgraph-docs-powershell,docs,main,https://github.com/MicrosoftDocs/microsoftgraph-docs-powershell/commits/main.atom,https://github.com/MicrosoftDocs/microsoftgraph-docs-powershell/releases.atom
Azure-Samples/ms-identity-ciam-native-auth-android-sample,samples,main,https://github.com/Azure-Samples/ms-identity-ciam-native-auth-android-sample/commits/main.atom,https://github.com/Azure-Samples/ms-identity-ciam-native-auth-android-sample/releases.atom
MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator,training,master,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator/commits/master.atom,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator/releases.atom
microsoft/Dynamics-365-FastTrack-FSCM-Telemetry-Samples,samples,main,https://github.com/microsoft/Dynamics-365-FastTrack-FSCM-Telemetry-Samples/commits/main.atom,https://github.com/microsoft/Dynamics-365-FastTrack-FSCM-Telemetry-Samples/releases.atom
dotnet/AspNetCore.Docs,docs,main,https://github.com/dotnet/AspNetCore.Docs/commits/main.atom,https://github.com/dotnet/AspNetCore.Docs/releases.atom
microsoft/CopilotStudioSamples,samples,main,https://github.com/microsoft/CopilotStudioSamples/commits/main.atom,https://github.com/microsoft/CopilotStudioSamples/releases.atom
Azure/sap-automation,docs,main,https://github.com/Azure/sap-automation/commits/main.atom,https://github.com/Azure/sap-automation/releases.atom
microsoft/playwright.dev,docs,main,https://github.com/microsoft/playwright.dev/commits/main.atom,https://github.com/microsoft/playwright.dev/releases.atom
microsoft/BCTech,samples,master,https://github.com/microsoft/BCTech/commits/master.atom,https://github.com/microsoft/BCTech/releases.atom
MicrosoftDocs/windows-powershell-docs,docs,main,https://github.com/MicrosoftDocs/windows-powershell-docs/commits/main.atom,https://github.com/MicrosoftDocs/windows-powershell-docs/releases.atom
Azure-Samples/azure-spring-boot-samples,samples,main,https://github.com/Azure-Samples/azure-spring-boot-samples/commits/main.atom,https://github.com/Azure-Samples/azure-spring-boot-samples/releases.atom
Azure-Samples/functions-quickstart-dotnet-azd,samples,main,https://github.com/Azure-Samples/functions-quickstart-dotnet-azd/commits/main.atom,https://github.com/Azure-Samples/functions-quickstart-dotnet-azd/releases.atom
microsoft/terraform-provider-azuredevops,docs,main,https://github.com/microsoft/terraform-provider-azuredevops/commits/main.atom,https://github.com/microsoft/terraform-provider-azuredevops/releases.atom
Azure/azureml-examples,docs,main,https://github.com/Azure/azureml-examples/commits/main.atom,https://github.com/Azure/azureml-examples/releases.atom
MicrosoftDocs/Xandr-docs,docs,main,https://github.com/MicrosoftDocs/Xandr-docs/commits/main.atom,https://github.com/MicrosoftDocs/Xandr-docs/releases.atom
microsoft/azure-monitor-lab,training,main,https://github.com/microsoft/azure-monitor-lab/commits/main.atom,https://github.com/microsoft/azure-monitor-lab/releases.atom
MicrosoftDocs/OfficeDocs-SharePoint-PowerShell,docs,main,https://github.com/MicrosoftDocs/OfficeDocs-SharePoint-PowerShell/commits/main.atom,https://github.com/MicrosoftDocs/OfficeDocs-SharePoint-PowerShell/releases.atom
OfficeDev/office-scripts-docs,docs,main,https://github.com/OfficeDev/office-scripts-docs/commits/main.atom,https://github.com/OfficeDev/office-scripts-docs/releases.atom
Azure-Samples/open-source-labs,samples,main,https://github.com/Azure-Samples/open-source-labs/commits/main.atom,https://github.com/Azure-Samples/open-source-labs/releases.atom
MicrosoftDocs/SupportArticles-docs,docs,main,https://github.com/MicrosoftDocs/SupportArticles-docs/commits/main.atom,https://github.com/MicrosoftDocs/SupportArticles-docs/releases.atom
MicrosoftDocs/microsoft-365-community,docs,main,https://github.com/MicrosoftDocs/microsoft-365-community/commits/main.atom,https://github.com/MicrosoftDocs/microsoft-365-community/releases.atom
Azure/azure-policy,samples,master,https://github.com/Azure/azure-policy/commits/master.atom,https://github.com/Azure/azure-policy/releases.atom
dotnet/AspNetApiDocs,docs,main,https://github.com/dotnet/AspNetApiDocs/commits/main.atom,https://github.com/dotnet/AspNetApiDocs/releases.atom
MicrosoftDocs/linux,docs,main,https://github.com/MicrosoftDocs/linux/commits/main.atom,https://github.com/MicrosoftDocs/linux/releases.atom
MicrosoftLearning/mslearn-github-copilot-dev.ja-jp,training,main,https://github.com/MicrosoftLearning/mslearn-github-copilot-dev.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-github-copilot-dev.ja-jp/releases.atom
Azure-Samples/api-management-sample-apis,samples,main,https://github.com/Azure-Samples/api-management-sample-apis/commits/main.atom,https://github.com/Azure-Samples/api-management-sample-apis/releases.atom
MicrosoftLearning/ai-apps,training,main,https://github.com/MicrosoftLearning/ai-apps/commits/main.atom,https://github.com/MicrosoftLearning/ai-apps/releases.atom
Azure-Samples/Copilot-Studio-with-Azure-AI-Search,samples,main,https://github.com/Azure-Samples/Copilot-Studio-with-Azure-AI-Search/commits/main.atom,https://github.com/Azure-Samples/Copilot-Studio-with-Azure-AI-Search/releases.atom
MicrosoftDocs/m365copilot-docs,docs,main,https://github.com/MicrosoftDocs/m365copilot-docs/commits/main.atom,https://github.com/MicrosoftDocs/m365copilot-docs/releases.atom
MicrosoftDocs/PowerShell-Docs,docs,main,https://github.com/MicrosoftDocs/PowerShell-Docs/commits/main.atom,https://github.com/MicrosoftDocs/PowerShell-Docs/releases.atom
MicrosoftLearning/mslearn-sql-developer,training,main,https://github.com/MicrosoftLearning/mslearn-sql-developer/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-sql-developer/releases.atom
Azure-Samples/cosmos-db-vector-samples,samples,main,https://github.com/Azure-Samples/cosmos-db-vector-samples/commits/main.atom,https://github.com/Azure-Samples/cosmos-db-vector-samples/releases.atom
Azure/Azure-Landing-Zones,docs,main,https://github.com/Azure/Azure-Landing-Zones/commits/main.atom,https://github.com/Azure/Azure-Landing-Zones/releases.atom
MicrosoftDocs/azure-devops-yaml-schema,docs,main,https://github.com/MicrosoftDocs/azure-devops-yaml-schema/commits/main.atom,https://github.com/MicrosoftDocs/azure-devops-yaml-schema/releases.atom
Azure/Managed-Instance-on-Azure-App-Service,samples,main,https://github.com/Azure/Managed-Instance-on-Azure-App-Service/commits/main.atom,https://github.com/Azure/Managed-Instance-on-Azure-App-Service/releases.atom
microsoft/Microsoft-Store-Services-Sample,samples,main,https://github.com/microsoft/Microsoft-Store-Services-Sample/commits/main.atom,https://github.com/microsoft/Microsoft-Store-Services-Sample/releases.atom
Azure-Samples/art-voice-agent-accelerator,samples,main,https://github.com/Azure-Samples/art-voice-agent-accelerator/commits/main.atom,https://github.com/Azure-Samples/art-voice-agent-accelerator/releases.atom
MicrosoftDocs/winrt-api,docs,docs,https://github.com/MicrosoftDocs/winrt-api/commits/docs.atom,https://github.com/MicrosoftDocs/winrt-api/releases.atom
OfficeDev/browser-native,samples,main,https://github.com/OfficeDev/browser-native/commits/main.atom,https://github.com/OfficeDev/browser-native/releases.atom
microsoft/workshop-library,training,main,https://github.com/microsoft/workshop-library/commits/main.atom,https://github.com/microsoft/workshop-library/releases.atom
Azure/AKS-Construction,docs,main,https://github.com/Azure/AKS-Construction/commits/main.atom,https://github.com/Azure/AKS-Construction/releases.atom
Azure-Samples/todo-java-mongo-aca,samples,main,https://github.com/Azure-Samples/todo-java-mongo-aca/commits/main.atom,https://github.com/Azure-Samples/todo-java-mongo-aca/releases.atom
Azure-Samples/todo-python-mongo-terraform,samples,main,https://github.com/Azure-Samples/todo-python-mongo-terraform/commits/main.atom,https://github.com/Azure-Samples/todo-python-mongo-terraform/releases.atom
Azure-Samples/todo-python-mongo,samples,main,https://github.com/Azure-Samples/todo-python-mongo/commits/main.atom,https://github.com/Azure-Samples/todo-python-mongo/releases.atom
Azure-Samples/todo-python-mongo-swa-func,samples,main,https://github.com/Azure-Samples/todo-python-mongo-swa-func/commits/main.atom,https://github.com/Azure-Samples/todo-python-mongo-swa-func/releases.atom
Azure-Samples/todo-python-mongo-aca,samples,main,https://github.com/Azure-Samples/todo-python-mongo-aca/commits/main.atom,https://github.com/Azure-Samples/todo-python-mongo-aca/releases.atom
Azure-Samples/signalr-ai-streaming,samples,main,https://github.com/Azure-Samples/signalr-ai-streaming/commits/main.atom,https://github.com/Azure-Samples/signalr-ai-streaming/releases.atom
Azure-Samples/azure-redis-dalle-semantic-caching,samples,main,https://github.com/Azure-Samples/azure-redis-dalle-semantic-caching/commits/main.atom,https://github.com/Azure-Samples/azure-redis-dalle-semantic-caching/releases.atom
Azure-Samples/aspire-semantic-kernel-creative-writer,samples,main,https://github.com/Azure-Samples/aspire-semantic-kernel-creative-writer/commits/main.atom,https://github.com/Azure-Samples/aspire-semantic-kernel-creative-writer/releases.atom
Azure/azure-devops-cli-extension,docs,master,https://github.com/Azure/azure-devops-cli-extension/commits/master.atom,https://github.com/Azure/azure-devops-cli-extension/releases.atom
microsoft/apisix-az-genai-accelerator,samples,main,https://github.com/microsoft/apisix-az-genai-accelerator/commits/main.atom,https://github.com/microsoft/apisix-az-genai-accelerator/releases.atom
MicrosoftDocs/entra-powershell-docs,docs,main,https://github.com/MicrosoftDocs/entra-powershell-docs/commits/main.atom,https://github.com/MicrosoftDocs/entra-powershell-docs/releases.atom
MicrosoftDocs/windowsserverdocs,docs,main,https://github.com/MicrosoftDocs/windowsserverdocs/commits/main.atom,https://github.com/MicrosoftDocs/windowsserverdocs/releases.atom
microsoft/Windows-driver-samples,samples,main,https://github.com/microsoft/Windows-driver-samples/commits/main.atom,https://github.com/microsoft/Windows-driver-samples/releases.atom
MicrosoftDocs/well-architected,docs,main,https://github.com/MicrosoftDocs/well-architected/commits/main.atom,https://github.com/MicrosoftDocs/well-architected/releases.atom
Azure/AI-Landing-Zones,docs,main,https://github.com/Azure/AI-Landing-Zones/commits/main.atom,https://github.com/Azure/AI-Landing-Zones/releases.atom
Azure-Samples/python-agentframework-demos,samples,main,https://github.com/Azure-Samples/python-agentframework-demos/commits/main.atom,https://github.com/Azure-Samples/python-agentframework-demos/releases.atom
MicrosoftDocs/windows-driver-docs,docs,staging,https://github.com/MicrosoftDocs/windows-driver-docs/commits/staging.atom,https://github.com/MicrosoftDocs/windows-driver-docs/releases.atom
MicrosoftDocs/appcenter-docs,docs,live,https://github.com/MicrosoftDocs/appcenter-docs/commits/live.atom,https://github.com/MicrosoftDocs/appcenter-docs/releases.atom
MicrosoftDocs/windows-iot-public,docs,main,https://github.com/MicrosoftDocs/windows-iot-public/commits/main.atom,https://github.com/MicrosoftDocs/windows-iot-public/releases.atom
MicrosoftDocs/microsoft-authentication-library-dotnet,docs,main,https://github.com/MicrosoftDocs/microsoft-authentication-library-dotnet/commits/main.atom,https://github.com/MicrosoftDocs/microsoft-authentication-library-dotnet/releases.atom
MicrosoftDocs/microsoft-authentication-library-javascript,docs,main,https://github.com/MicrosoftDocs/microsoft-authentication-library-javascript/commits/main.atom,https://github.com/MicrosoftDocs/microsoft-authentication-library-javascript/releases.atom
Azure-Samples/ai-chat-aspire-meai-csharp,samples,main,https://github.com/Azure-Samples/ai-chat-aspire-meai-csharp/commits/main.atom,https://github.com/Azure-Samples/ai-chat-aspire-meai-csharp/releases.atom
Azure-Samples/sql-agentic-app-with-fabric,samples,main,https://github.com/Azure-Samples/sql-agentic-app-with-fabric/commits/main.atom,https://github.com/Azure-Samples/sql-agentic-app-with-fabric/releases.atom
microsoft/techworkshop-L300-secure-workload-migration-to-azure-windows-server---sql-server,training,main,https://github.com/microsoft/techworkshop-L300-secure-workload-migration-to-azure-windows-server---sql-server/commits/main.atom,https://github.com/microsoft/techworkshop-L300-secure-workload-migration-to-azure-windows-server---sql-server/releases.atom
microsoft/kiota-typescript,docs,main,https://github.com/microsoft/kiota-typescript/commits/main.atom,https://github.com/microsoft/kiota-typescript/releases.atom
Azure-Samples/azure-video-indexer-samples,samples,master,https://github.com/Azure-Samples/azure-video-indexer-samples/commits/master.atom,https://github.com/Azure-Samples/azure-video-indexer-samples/releases.atom
MicrosoftDocs/dynamics365smb-devitpro-pb,docs,main,https://github.com/MicrosoftDocs/dynamics365smb-devitpro-pb/commits/main.atom,https://github.com/MicrosoftDocs/dynamics365smb-devitpro-pb/releases.atom
microsoft/bcsamples-bingmaps.appsource,samples,main,https://github.com/microsoft/bcsamples-bingmaps.appsource/commits/main.atom,https://github.com/microsoft/bcsamples-bingmaps.appsource/releases.atom
microsoft/bcsamples-CoffeeMR,samples,main,https://github.com/microsoft/bcsamples-CoffeeMR/commits/main.atom,https://github.com/microsoft/bcsamples-CoffeeMR/releases.atom
microsoft/bcsamples-takeorder,samples,main,https://github.com/microsoft/bcsamples-takeorder/commits/main.atom,https://github.com/microsoft/bcsamples-takeorder/releases.atom
microsoft/bcsamples-onboarding,samples,main,https://github.com/microsoft/bcsamples-onboarding/commits/main.atom,https://github.com/microsoft/bcsamples-onboarding/releases.atom
microsoft/bcsamples-warehousehelper,samples,main,https://github.com/microsoft/bcsamples-warehousehelper/commits/main.atom,https://github.com/microsoft/bcsamples-warehousehelper/releases.atom
MicrosoftDocs/dataexplorer-docs,docs,main,https://github.com/MicrosoftDocs/dataexplorer-docs/commits/main.atom,https://github.com/MicrosoftDocs/dataexplorer-docs/releases.atom
MicrosoftLearning/mslearn-azure-ml,training,main,https://github.com/MicrosoftLearning/mslearn-azure-ml/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-azure-ml/releases.atom
MicrosoftDocs/SystemCenterDocs,docs,main,https://github.com/MicrosoftDocs/SystemCenterDocs/commits/main.atom,https://github.com/MicrosoftDocs/SystemCenterDocs/releases.atom
microsoft/vscode-extension-samples,samples,main,https://github.com/microsoft/vscode-extension-samples/commits/main.atom,https://github.com/microsoft/vscode-extension-samples/releases.atom
microsoft/ccf-app-samples,samples,main,https://github.com/microsoft/ccf-app-samples/commits/main.atom,https://github.com/microsoft/ccf-app-samples/releases.atom
microsoft/real-time-intelligence-operations-solution-accelerator,samples,main,https://github.com/microsoft/real-time-intelligence-operations-solution-accelerator/commits/main.atom,https://github.com/microsoft/real-time-intelligence-operations-solution-accelerator/releases.atom
microsoft/AzureTRE,samples,main,https://github.com/microsoft/AzureTRE/commits/main.atom,https://github.com/microsoft/AzureTRE/releases.atom
Azure-Samples/azd-functions-sharepoint-webhooks,samples,main,https://github.com/Azure-Samples/azd-functions-sharepoint-webhooks/commits/main.atom,https://github.com/Azure-Samples/azd-functions-sharepoint-webhooks/releases.atom
Azure/co-op-translator,docs,main,https://github.com/Azure/co-op-translator/commits/main.atom,https://github.com/Azure/co-op-translator/releases.atom
Azure-Samples/sherpa,samples,main,https://github.com/Azure-Samples/sherpa/commits/main.atom,https://github.com/Azure-Samples/sherpa/releases.atom
Azure-Samples/functions-quickstart-dotnet-azd-tf,samples,main,https://github.com/Azure-Samples/functions-quickstart-dotnet-azd-tf/commits/main.atom,https://github.com/Azure-Samples/functions-quickstart-dotnet-azd-tf/releases.atom
Azure-Samples/holiday-peak-hub,samples,main,https://github.com/Azure-Samples/holiday-peak-hub/commits/main.atom,https://github.com/Azure-Samples/holiday-peak-hub/releases.atom
MicrosoftDocs/minecraft-creator,docs,main,https://github.com/MicrosoftDocs/minecraft-creator/commits/main.atom,https://github.com/MicrosoftDocs/minecraft-creator/releases.atom
MicrosoftDocs/mcp,docs,main,https://github.com/MicrosoftDocs/mcp/commits/main.atom,https://github.com/MicrosoftDocs/mcp/releases.atom
microsoft/PowerApps-Samples,docs,master,https://github.com/microsoft/PowerApps-Samples/commits/master.atom,https://github.com/microsoft/PowerApps-Samples/releases.atom
Azure/confidential-computing-cvm-guest-attestation,samples,main,https://github.com/Azure/confidential-computing-cvm-guest-attestation/commits/main.atom,https://github.com/Azure/confidential-computing-cvm-guest-attestation/releases.atom
microsoft/App-Actions-On-Windows-Samples,samples,main,https://github.com/microsoft/App-Actions-On-Windows-Samples/commits/main.atom,https://github.com/microsoft/App-Actions-On-Windows-Samples/releases.atom
Azure-Samples/azd-starter-terraform,samples,main,https://github.com/Azure-Samples/azd-starter-terraform/commits/main.atom,https://github.com/Azure-Samples/azd-starter-terraform/releases.atom
MicrosoftDocs/bi-shared-docs,docs,main,https://github.com/MicrosoftDocs/bi-shared-docs/commits/main.atom,https://github.com/MicrosoftDocs/bi-shared-docs/releases.atom
MicrosoftDocs/powerquery-docs,docs,main,https://github.com/MicrosoftDocs/powerquery-docs/commits/main.atom,https://github.com/MicrosoftDocs/powerquery-docs/releases.atom
MicrosoftDocs/power-automate-docs,docs,main,https://github.com/MicrosoftDocs/power-automate-docs/commits/main.atom,https://github.com/MicrosoftDocs/power-automate-docs/releases.atom
Azure-Samples/functions-quickstart-javascript-azd-otel,samples,main,https://github.com/Azure-Samples/functions-quickstart-javascript-azd-otel/commits/main.atom,https://github.com/Azure-Samples/functions-quickstart-javascript-azd-otel/releases.atom
Azure-Samples/agent-durability-azure-functions-typescript,samples,main,https://github.com/Azure-Samples/agent-durability-azure-functions-typescript/commits/main.atom,https://github.com/Azure-Samples/agent-durability-azure-functions-typescript/releases.atom
Azure-Samples/Prism-Transform-Data-into-Queryable-Knowledge,samples,main,https://github.com/Azure-Samples/Prism-Transform-Data-into-Queryable-Knowledge/commits/main.atom,https://github.com/Azure-Samples/Prism-Transform-Data-into-Queryable-Knowledge/releases.atom
Azure-Samples/azure-service-operator-samples,samples,master,https://github.com/Azure-Samples/azure-service-operator-samples/commits/master.atom,https://github.com/Azure-Samples/azure-service-operator-samples/releases.atom
Azure-Samples/functions-quickstart-javascript-azd-eventgrid-blob,samples,main,https://github.com/Azure-Samples/functions-quickstart-javascript-azd-eventgrid-blob/commits/main.atom,https://github.com/Azure-Samples/functions-quickstart-javascript-azd-eventgrid-blob/releases.atom
microsoft/copilot-camp,training,main,https://github.com/microsoft/copilot-camp/commits/main.atom,https://github.com/microsoft/copilot-camp/releases.atom
Azure-Samples/functions-quickstart-typescript-azd-otel,samples,main,https://github.com/Azure-Samples/functions-quickstart-typescript-azd-otel/commits/main.atom,https://github.com/Azure-Samples/functions-quickstart-typescript-azd-otel/releases.atom
Azure-Samples/azure-functions-servicebus-sdk-bindings-nodejs,samples,main,https://github.com/Azure-Samples/azure-functions-servicebus-sdk-bindings-nodejs/commits/main.atom,https://github.com/Azure-Samples/azure-functions-servicebus-sdk-bindings-nodejs/releases.atom
Azure-Samples/insideMF,samples,main,https://github.com/Azure-Samples/insideMF/commits/main.atom,https://github.com/Azure-Samples/insideMF/releases.atom
Azure-Samples/communication-services-web-calling-tutorial,samples,main,https://github.com/Azure-Samples/communication-services-web-calling-tutorial/commits/main.atom,https://github.com/Azure-Samples/communication-services-web-calling-tutorial/releases.atom
Azure-Samples/functions-quickstart-typescript-azd-eventgrid-blob,samples,main,https://github.com/Azure-Samples/functions-quickstart-typescript-azd-eventgrid-blob/commits/main.atom,https://github.com/Azure-Samples/functions-quickstart-typescript-azd-eventgrid-blob/releases.atom
Azure-Samples/azure-ai-agents-javascript,samples,main,https://github.com/Azure-Samples/azure-ai-agents-javascript/commits/main.atom,https://github.com/Azure-Samples/azure-ai-agents-javascript/releases.atom
Azure-Samples/azure-functions-blob-sdk-bindings-nodejs,samples,main,https://github.com/Azure-Samples/azure-functions-blob-sdk-bindings-nodejs/commits/main.atom,https://github.com/Azure-Samples/azure-functions-blob-sdk-bindings-nodejs/releases.atom
Azure-Samples/azure-functions-ai-services-agent-javascript,samples,main,https://github.com/Azure-Samples/azure-functions-ai-services-agent-javascript/commits/main.atom,https://github.com/Azure-Samples/azure-functions-ai-services-agent-javascript/releases.atom
Azure-Samples/durable-functions-quickstart-typescript-azd,samples,main,https://github.com/Azure-Samples/durable-functions-quickstart-typescript-azd/commits/main.atom,https://github.com/Azure-Samples/durable-functions-quickstart-typescript-azd/releases.atom
microsoft/DirectX-Graphics-Samples,samples,master,https://github.com/microsoft/DirectX-Graphics-Samples/commits/master.atom,https://github.com/microsoft/DirectX-Graphics-Samples/releases.atom
microsoft/amplifier-module-hooks-redaction,docs,main,https://github.com/microsoft/amplifier-module-hooks-redaction/commits/main.atom,https://github.com/microsoft/amplifier-module-hooks-redaction/releases.atom
Azure-Samples/azure-sql-diskann,samples,main,https://github.com/Azure-Samples/azure-sql-diskann/commits/main.atom,https://github.com/Azure-Samples/azure-sql-diskann/releases.atom
Azure-Samples/dream-team,samples,main,https://github.com/Azure-Samples/dream-team/commits/main.atom,https://github.com/Azure-Samples/dream-team/releases.atom
Azure-Samples/Apim-Samples,samples,main,https://github.com/Azure-Samples/Apim-Samples/commits/main.atom,https://github.com/Azure-Samples/Apim-Samples/releases.atom
Azure-Samples/azure-functions-nodejs-opentelemetry-samples,samples,main,https://github.com/Azure-Samples/azure-functions-nodejs-opentelemetry-samples/commits/main.atom,https://github.com/Azure-Samples/azure-functions-nodejs-opentelemetry-samples/releases.atom
Azure-Samples/azure-search-openai-demo,samples,main,https://github.com/Azure-Samples/azure-search-openai-demo/commits/main.atom,https://github.com/Azure-Samples/azure-search-openai-demo/releases.atom
Azure-Samples/azure-cli-samples,samples,master,https://github.com/Azure-Samples/azure-cli-samples/commits/master.atom,https://github.com/Azure-Samples/azure-cli-samples/releases.atom
Azure-Samples/fabric-sql-agentic-app,samples,main,https://github.com/Azure-Samples/fabric-sql-agentic-app/commits/main.atom,https://github.com/Azure-Samples/fabric-sql-agentic-app/releases.atom
Azure-Samples/image-analysis-and-tunning,samples,main,https://github.com/Azure-Samples/image-analysis-and-tunning/commits/main.atom,https://github.com/Azure-Samples/image-analysis-and-tunning/releases.atom
Azure-Samples/postgres-agentic-shop,samples,main,https://github.com/Azure-Samples/postgres-agentic-shop/commits/main.atom,https://github.com/Azure-Samples/postgres-agentic-shop/releases.atom
Azure-Samples/analyst,samples,main,https://github.com/Azure-Samples/analyst/commits/main.atom,https://github.com/Azure-Samples/analyst/releases.atom
Azure/LogicAppsUXRedesign,docs,main,https://github.com/Azure/LogicAppsUXRedesign/commits/main.atom,https://github.com/Azure/LogicAppsUXRedesign/releases.atom
Azure-Samples/ai-multi-agent-presentation-builder,samples,main,https://github.com/Azure-Samples/ai-multi-agent-presentation-builder/commits/main.atom,https://github.com/Azure-Samples/ai-multi-agent-presentation-builder/releases.atom
Azure-Samples/sql-server-licensing-training-accelerator,samples,main,https://github.com/Azure-Samples/sql-server-licensing-training-accelerator/commits/main.atom,https://github.com/Azure-Samples/sql-server-licensing-training-accelerator/releases.atom
Azure-Samples/ARGUS,samples,main,https://github.com/Azure-Samples/ARGUS/commits/main.atom,https://github.com/Azure-Samples/ARGUS/releases.atom
MicrosoftDocs/query-docs,docs,main,https://github.com/MicrosoftDocs/query-docs/commits/main.atom,https://github.com/MicrosoftDocs/query-docs/releases.atom
Azure/rag-innovator-lab,training,main,https://github.com/Azure/rag-innovator-lab/commits/main.atom,https://github.com/Azure/rag-innovator-lab/releases.atom
Azure-Samples/serverless-chat-langchainjs-purview,samples,main,https://github.com/Azure-Samples/serverless-chat-langchainjs-purview/commits/main.atom,https://github.com/Azure-Samples/serverless-chat-langchainjs-purview/releases.atom
Azure-Samples/azure-typescript-langchainjs,samples,main,https://github.com/Azure-Samples/azure-typescript-langchainjs/commits/main.atom,https://github.com/Azure-Samples/azure-typescript-langchainjs/releases.atom
microsoftgraph/msgraph-sdk-go,docs,main,https://github.com/microsoftgraph/msgraph-sdk-go/commits/main.atom,https://github.com/microsoftgraph/msgraph-sdk-go/releases.atom
Azure-Samples/app-service-agentic-langgraph-foundry-python,samples,main,https://github.com/Azure-Samples/app-service-agentic-langgraph-foundry-python/commits/main.atom,https://github.com/Azure-Samples/app-service-agentic-langgraph-foundry-python/releases.atom
Azure-Samples/python-mcp-demos,samples,main,https://github.com/Azure-Samples/python-mcp-demos/commits/main.atom,https://github.com/Azure-Samples/python-mcp-demos/releases.atom
Azure-Samples/Cosmic-Food-RAG-app,samples,main,https://github.com/Azure-Samples/Cosmic-Food-RAG-app/commits/main.atom,https://github.com/Azure-Samples/Cosmic-Food-RAG-app/releases.atom
microsoft/github-copilot-vibe-coding-workshop,training,main,https://github.com/microsoft/github-copilot-vibe-coding-workshop/commits/main.atom,https://github.com/microsoft/github-copilot-vibe-coding-workshop/releases.atom
microsoft/go-sqlcmd,docs,main,https://github.com/microsoft/go-sqlcmd/commits/main.atom,https://github.com/microsoft/go-sqlcmd/releases.atom
microsoft/github-agent-mode-webinar,samples,main,https://github.com/microsoft/github-agent-mode-webinar/commits/main.atom,https://github.com/microsoft/github-agent-mode-webinar/releases.atom
MicrosoftLearning/mslearn-devops,training,main,https://github.com/MicrosoftLearning/mslearn-devops/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-devops/releases.atom
Azure-Samples/azure-search-power-skills,samples,main,https://github.com/Azure-Samples/azure-search-power-skills/commits/main.atom,https://github.com/Azure-Samples/azure-search-power-skills/releases.atom
Azure-Samples/semantic-kernel-workshop,samples,main,https://github.com/Azure-Samples/semantic-kernel-workshop/commits/main.atom,https://github.com/Azure-Samples/semantic-kernel-workshop/releases.atom
Azure-Samples/sonic-brief,samples,main,https://github.com/Azure-Samples/sonic-brief/commits/main.atom,https://github.com/Azure-Samples/sonic-brief/releases.atom
Azure-Samples/azure-edge-extensions-aio-dataflow-graphs,samples,main,https://github.com/Azure-Samples/azure-edge-extensions-aio-dataflow-graphs/commits/main.atom,https://github.com/Azure-Samples/azure-edge-extensions-aio-dataflow-graphs/releases.atom
Azure-Samples/ms-identity-extid-cors-proxy-function,samples,main,https://github.com/Azure-Samples/ms-identity-extid-cors-proxy-function/commits/main.atom,https://github.com/Azure-Samples/ms-identity-extid-cors-proxy-function/releases.atom
MicrosoftDocs/microsoft-salescopilot-docs,docs,main,https://github.com/MicrosoftDocs/microsoft-salescopilot-docs/commits/main.atom,https://github.com/MicrosoftDocs/microsoft-salescopilot-docs/releases.atom
