full_name,category,default_branch,commits_atom,releases_atom
Azure-Samples/azure-farmbeats-samples,samples,main,https://github.com/Azure-Samples/azure-farmbeats-samples/commits/main.atom,https://github.com/Azure-Samples/azure-farmbeats-samples/releases.atom
Azure-Samples/aro-azapi-terraform,samples,main,https://github.com/Azure-Samples/aro-azapi-terraform/commits/main.atom,https://github.com/Azure-Samples/aro-azapi-terraform/releases.atom
Azure-Samples/aca-azure-policy,samples,main,https://github.com/Azure-Samples/aca-azure-policy/commits/main.atom,https://github.com/Azure-Samples/aca-azure-policy/releases.atom
microsoft/Industry-Accelerator-Government,samples,main,https://github.com/microsoft/Industry-Accelerator-Government/commits/main.atom,https://github.com/microsoft/Industry-Accelerator-Government/releases.atom
microsoft/Industry-Accelerator-Telco,samples,main,https://github.com/microsoft/Industry-Accelerator-Telco/commits/main.atom,https://github.com/microsoft/Industry-Accelerator-Telco/releases.atom
microsoft/Industry-Accelerator-Education,samples,master,https://github.com/microsoft/Industry-Accelerator-Education/commits/master.atom,https://github.com/microsoft/Industry-Accelerator-Education/releases.atom
Azure-Samples/asa-components-spring-boot-admin,samples,main,https://github.com/Azure-Samples/asa-components-spring-boot-admin/commits/main.atom,https://github.com/Azure-Samples/asa-components-spring-boot-admin/releases.atom
Azure-Samples/azure-cosmos-db-cassandra-python-getting-started,samples,main,https://github.com/Azure-Samples/azure-cosmos-db-cassandra-python-getting-started/commits/main.atom,https://github.com/Azure-Samples/azure-cosmos-db-cassandra-python-getting-started/releases.atom
microsoft/sqlworkshops-sql2022workshop,training,main,https://github.com/microsoft/sqlworkshops-sql2022workshop/commits/main.atom,https://github.com/microsoft/sqlworkshops-sql2022workshop/releases.atom
Azure-Samples/service-bus-dotnet-messaging-performance,samples,master,https://github.com/Azure-Samples/service-bus-dotnet-messaging-performance/commits/master.atom,https://github.com/Azure-Samples/service-bus-dotnet-messaging-performance/releases.atom
Azure/ServiceConnector,samples,main,https://github.com/Azure/ServiceConnector/commits/main.atom,https://github.com/Azure/ServiceConnector/releases.atom
Azure-Samples/js-e2e-express-react-mongodb,samples,main,https://github.com/Azure-Samples/js-e2e-express-react-mongodb/commits/main.atom,https://github.com/Azure-Samples/js-e2e-express-react-mongodb/releases.atom
Azure-Samples/AzureSqlGettingStartedSamples,samples,master,https://github.com/Azure-Samples/AzureSqlGettingStartedSamples/commits/master.atom,https://github.com/Azure-Samples/AzureSqlGettingStartedSamples/releases.atom
Azure-Samples/Hybrid-Python-Samples,samples,master,https://github.com/Azure-Samples/Hybrid-Python-Samples/commits/master.atom,https://github.com/Azure-Samples/Hybrid-Python-Samples/releases.atom
Azure-Samples/hdinsight-kafka-java-get-started,samples,main,https://github.com/Azure-Samples/hdinsight-kafka-java-get-started/commits/main.atom,https://github.com/Azure-Samples/hdinsight-kafka-java-get-started/releases.atom
Azure-Samples/azure-cassandra-mi-nodejs-getting-started,samples,main,https://github.com/Azure-Samples/azure-cassandra-mi-nodejs-getting-started/commits/main.atom,https://github.com/Azure-Samples/azure-cassandra-mi-nodejs-getting-started/releases.atom
microsoft/Purview-Custom-Types-Tool-Solution-Accelerator,samples,main,https://github.com/microsoft/Purview-Custom-Types-Tool-Solution-Accelerator/commits/main.atom,https://github.com/microsoft/Purview-Custom-Types-Tool-Solution-Accelerator/releases.atom
Azure-Samples/azure-government-openai-access,samples,main,https://github.com/Azure-Samples/azure-government-openai-access/commits/main.atom,https://github.com/Azure-Samples/azure-government-openai-access/releases.atom
Azure/iot-central-CICD-sample,samples,main,https://github.com/Azure/iot-central-CICD-sample/commits/main.atom,https://github.com/Azure/iot-central-CICD-sample/releases.atom
Azure-Samples/msdocs-azure-cosmos-db-mongodb-mern-web-app,samples,main,https://github.com/Azure-Samples/msdocs-azure-cosmos-db-mongodb-mern-web-app/commits/main.atom,https://github.com/Azure-Samples/msdocs-azure-cosmos-db-mongodb-mern-web-app/releases.atom
Azure/Accelerator-Gaming,samples,main,https://github.com/Azure/Accelerator-Gaming/commits/main.atom,https://github.com/Azure/Accelerator-Gaming/releases.atom
OfficeDev/Word-Writing-Assistant-Add-in-Sample,samples,main,https://github.com/OfficeDev/Word-Writing-Assistant-Add-in-Sample/commits/main.atom,https://github.com/OfficeDev/Word-Writing-Assistant-Add-in-Sample/releases.atom
microsoft/Cloud-for-Financial-Services---samples,samples,main,https://github.com/microsoft/Cloud-for-Financial-Services---samples/commits/main.atom,https://github.com/microsoft/Cloud-for-Financial-Services---samples/releases.atom
microsoft/power-fx-surveys-sample,samples,main,https://github.com/microsoft/power-fx-surveys-sample/commits/main.atom,https://github.com/microsoft/power-fx-surveys-sample/releases.atom
microsoft/Medical-Imaging-AI-RSNA-2021-Demo,samples,main,https://github.com/microsoft/Medical-Imaging-AI-RSNA-2021-Demo/commits/main.atom,https://github.com/microsoft/Medical-Imaging-AI-RSNA-2021-Demo/releases.atom
MicrosoftDocs/mslearn-hotel-reservation-system,docs,master,https://github.com/MicrosoftDocs/mslearn-hotel-reservation-system/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-hotel-reservation-system/releases.atom
Azure-Samples/nodejs-microservices-template,samples,main,https://github.com/Azure-Samples/nodejs-microservices-template/commits/main.atom,https://github.com/Azure-Samples/nodejs-microservices-template/releases.atom
Azure-Samples/aks-workload-identity-terraform,samples,main,https://github.com/Azure-Samples/aks-workload-identity-terraform/commits/main.atom,https://github.com/Azure-Samples/aks-workload-identity-terraform/releases.atom
Azure-Samples/mysql-database-samples,samples,main,https://github.com/Azure-Samples/mysql-database-samples/commits/main.atom,https://github.com/Azure-Samples/mysql-database-samples/releases.atom
microsoft/hands-on-lab-template,training,main,https://github.com/microsoft/hands-on-lab-template/commits/main.atom,https://github.com/microsoft/hands-on-lab-template/releases.atom
Azure/java-aks-aca-dapr-workshop,training,main,https://github.com/Azure/java-aks-aca-dapr-workshop/commits/main.atom,https://github.com/Azure/java-aks-aca-dapr-workshop/releases.atom
microsoft/installer-project-samples,samples,main,https://github.com/microsoft/installer-project-samples/commits/main.atom,https://github.com/microsoft/installer-project-samples/releases.atom
Azure-Samples/postgresql-samples-databases,samples,main,https://github.com/Azure-Samples/postgresql-samples-databases/commits/main.atom,https://github.com/Azure-Samples/postgresql-samples-databases/releases.atom
Azure-Samples/azure-cosmos-db-sample-data,samples,main,https://github.com/Azure-Samples/azure-cosmos-db-sample-data/commits/main.atom,https://github.com/Azure-Samples/azure-cosmos-db-sample-data/releases.atom
MicrosoftDocs/dynamics365-docs-templates,docs,main,https://github.com/MicrosoftDocs/dynamics365-docs-templates/commits/main.atom,https://github.com/MicrosoftDocs/dynamics365-docs-templates/releases.atom
Azure/ahds-reference-architecture,reference,main,https://github.com/Azure/ahds-reference-architecture/commits/main.atom,https://github.com/Azure/ahds-reference-architecture/releases.atom
Azure-Samples/python-ms-sql-devcontainer,samples,main,https://github.com/Azure-Samples/python-ms-sql-devcontainer/commits/main.atom,https://github.com/Azure-Samples/python-ms-sql-devcontainer/releases.atom
microsoft/EPPC23-ALM,training,main,https://github.com/microsoft/EPPC23-ALM/commits/main.atom,https://github.com/microsoft/EPPC23-ALM/releases.atom
Azure-Samples/ruby-docs-hello-world,samples,master,https://github.com/Azure-Samples/ruby-docs-hello-world/commits/master.atom,https://github.com/Azure-Samples/ruby-docs-hello-world/releases.atom
Azure-Samples/rubyrails-tasks,samples,master,https://github.com/Azure-Samples/rubyrails-tasks/commits/master.atom,https://github.com/Azure-Samples/rubyrails-tasks/releases.atom
microsoft/devops-project-samples,samples,master,https://github.com/microsoft/devops-project-samples/commits/master.atom,https://github.com/microsoft/devops-project-samples/releases.atom
microsoft/project-ruby-rails-container,samples,master,https://github.com/microsoft/project-ruby-rails-container/commits/master.atom,https://github.com/microsoft/project-ruby-rails-container/releases.atom
Azure-Samples/app-service-basic-implementation,samples,main,https://github.com/Azure-Samples/app-service-basic-implementation/commits/main.atom,https://github.com/Azure-Samples/app-service-basic-implementation/releases.atom
microsoft/update-server-server-sync,samples,master,https://github.com/microsoft/update-server-server-sync/commits/master.atom,https://github.com/microsoft/update-server-server-sync/releases.atom
microsoft/Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project,reference,main,https://github.com/microsoft/Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project/commits/main.atom,https://github.com/microsoft/Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project/releases.atom
Azure-Samples/functions-docs-python,samples,master,https://github.com/Azure-Samples/functions-docs-python/commits/master.atom,https://github.com/Azure-Samples/functions-docs-python/releases.atom
Azure/sonic-build-tools,docs,master,https://github.com/Azure/sonic-build-tools/commits/master.atom,https://github.com/Azure/sonic-build-tools/releases.atom
microsoft/sql-data-warehouse-samples,samples,main,https://github.com/microsoft/sql-data-warehouse-samples/commits/main.atom,https://github.com/microsoft/sql-data-warehouse-samples/releases.atom
Azure-Samples/vision-on-edge-accelerator,samples,main,https://github.com/Azure-Samples/vision-on-edge-accelerator/commits/main.atom,https://github.com/Azure-Samples/vision-on-edge-accelerator/releases.atom
microsoft/OneLabeler,docs,main,https://github.com/microsoft/OneLabeler/commits/main.atom,https://github.com/microsoft/OneLabeler/releases.atom
microsoft/AirSim-Drone-Racing-Lab,training,master,https://github.com/microsoft/AirSim-Drone-Racing-Lab/commits/master.atom,https://github.com/microsoft/AirSim-Drone-Racing-Lab/releases.atom
Azure-Samples/IoTDemos,samples,master,https://github.com/Azure-Samples/IoTDemos/commits/master.atom,https://github.com/Azure-Samples/IoTDemos/releases.atom
Azure-Samples/Custom-vision-service-iot-edge-raspberry-pi,samples,master,https://github.com/Azure-Samples/Custom-vision-service-iot-edge-raspberry-pi/commits/master.atom,https://github.com/Azure-Samples/Custom-vision-service-iot-edge-raspberry-pi/releases.atom
Azure/Storage,docs,master,https://github.com/Azure/Storage/commits/master.atom,https://github.com/Azure/Storage/releases.atom
MicrosoftDocs/pipelines-dotnet-core-docker,docs,master,https://github.com/MicrosoftDocs/pipelines-dotnet-core-docker/commits/master.atom,https://github.com/MicrosoftDocs/pipelines-dotnet-core-docker/releases.atom
Azure-Samples/aks-multi-cluster-service-mesh,samples,main,https://github.com/Azure-Samples/aks-multi-cluster-service-mesh/commits/main.atom,https://github.com/Azure-Samples/aks-multi-cluster-service-mesh/releases.atom
Azure-Samples/Iot-Telemetry-Simulator,samples,master,https://github.com/Azure-Samples/Iot-Telemetry-Simulator/commits/master.atom,https://github.com/Azure-Samples/Iot-Telemetry-Simulator/releases.atom
microsoft/ps-docs,docs,main,https://github.com/microsoft/ps-docs/commits/main.atom,https://github.com/microsoft/ps-docs/releases.atom
Azure-Samples/app-service-powershell,samples,main,https://github.com/Azure-Samples/app-service-powershell/commits/main.atom,https://github.com/Azure-Samples/app-service-powershell/releases.atom
Azure-Samples/RecipeGuide_CosmosDBMongoVCoreOpenAI_Java,samples,main,https://github.com/Azure-Samples/RecipeGuide_CosmosDBMongoVCoreOpenAI_Java/commits/main.atom,https://github.com/Azure-Samples/RecipeGuide_CosmosDBMongoVCoreOpenAI_Java/releases.atom
Azure-Samples/eShopOnAKS,samples,main,https://github.com/Azure-Samples/eShopOnAKS/commits/main.atom,https://github.com/Azure-Samples/eShopOnAKS/releases.atom
Azure/aks-advanced-autoscaling,training,main,https://github.com/Azure/aks-advanced-autoscaling/commits/main.atom,https://github.com/Azure/aks-advanced-autoscaling/releases.atom
microsoft/teams-videoapp-sample,samples,main,https://github.com/microsoft/teams-videoapp-sample/commits/main.atom,https://github.com/microsoft/teams-videoapp-sample/releases.atom
microsoft/cpp-samples,samples,main,https://github.com/microsoft/cpp-samples/commits/main.atom,https://github.com/microsoft/cpp-samples/releases.atom
MicrosoftDocs/ef-core-for-beginners,docs,main,https://github.com/MicrosoftDocs/ef-core-for-beginners/commits/main.atom,https://github.com/MicrosoftDocs/ef-core-for-beginners/releases.atom
Azure-Samples/functions-python-data-cleaning-pipeline,samples,main,https://github.com/Azure-Samples/functions-python-data-cleaning-pipeline/commits/main.atom,https://github.com/Azure-Samples/functions-python-data-cleaning-pipeline/releases.atom
Azure-Samples/key-vault-python-client-side-encryption,samples,master,https://github.com/Azure-Samples/key-vault-python-client-side-encryption/commits/master.atom,https://github.com/Azure-Samples/key-vault-python-client-side-encryption/releases.atom
Azure-Samples/cosmos-dotnet-core-todo-app,samples,main,https://github.com/Azure-Samples/cosmos-dotnet-core-todo-app/commits/main.atom,https://github.com/Azure-Samples/cosmos-dotnet-core-todo-app/releases.atom
Azure-Samples/ms-identity-java-servlet-webapp-authentication,samples,main,https://github.com/Azure-Samples/ms-identity-java-servlet-webapp-authentication/commits/main.atom,https://github.com/Azure-Samples/ms-identity-java-servlet-webapp-authentication/releases.atom
Azure-Samples/js-e2e-browser-file-upload-storage-blob,samples,main,https://github.com/Azure-Samples/js-e2e-browser-file-upload-storage-blob/commits/main.atom,https://github.com/Azure-Samples/js-e2e-browser-file-upload-storage-blob/releases.atom
Azure-Samples/ts-e2e-browser-file-upload-storage-blob,samples,main,https://github.com/Azure-Samples/ts-e2e-browser-file-upload-storage-blob/commits/main.atom,https://github.com/Azure-Samples/ts-e2e-browser-file-upload-storage-blob/releases.atom
MicrosoftDocs/mslearn-support-concurrency-blob-storage,docs,master,https://github.com/MicrosoftDocs/mslearn-support-concurrency-blob-storage/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-support-concurrency-blob-storage/releases.atom
microsoft/auto-github-docs-generator,docs,main,https://github.com/microsoft/auto-github-docs-generator/commits/main.atom,https://github.com/microsoft/auto-github-docs-generator/releases.atom
Azure/mlops-v2-cv-demo,samples,main,https://github.com/Azure/mlops-v2-cv-demo/commits/main.atom,https://github.com/Azure/mlops-v2-cv-demo/releases.atom
Azure-Samples/java-docs-hello-world,samples,master,https://github.com/Azure-Samples/java-docs-hello-world/commits/master.atom,https://github.com/Azure-Samples/java-docs-hello-world/releases.atom
microsoft/BusinessAssist-Samples,samples,main,https://github.com/microsoft/BusinessAssist-Samples/commits/main.atom,https://github.com/microsoft/BusinessAssist-Samples/releases.atom
Azure/caf-terraform-landingzones-accelerator,samples,starter,https://github.com/Azure/caf-terraform-landingzones-accelerator/commits/starter.atom,https://github.com/Azure/caf-terraform-landingzones-accelerator/releases.atom
Azure-Samples/azure-cassandra-mi-python-v4-getting-started,samples,main,https://github.com/Azure-Samples/azure-cassandra-mi-python-v4-getting-started/commits/main.atom,https://github.com/Azure-Samples/azure-cassandra-mi-python-v4-getting-started/releases.atom
Azure-Samples/Azure-OpenAI-Docs-Samples,samples,main,https://github.com/Azure-Samples/Azure-OpenAI-Docs-Samples/commits/main.atom,https://github.com/Azure-Samples/Azure-OpenAI-Docs-Samples/releases.atom
MicrosoftDocs/ms-learn-django-generic-views,docs,main,https://github.com/MicrosoftDocs/ms-learn-django-generic-views/commits/main.atom,https://github.com/MicrosoftDocs/ms-learn-django-generic-views/releases.atom
microsoft/AIForAccessibility-Samples,samples,main,https://github.com/microsoft/AIForAccessibility-Samples/commits/main.atom,https://github.com/microsoft/AIForAccessibility-Samples/releases.atom
microsoft/HaDes,docs,main,https://github.com/microsoft/HaDes/commits/main.atom,https://github.com/microsoft/HaDes/releases.atom
MicrosoftDocs/mslearn-oxford-image-classification-azure-sphere,docs,master,https://github.com/MicrosoftDocs/mslearn-oxford-image-classification-azure-sphere/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-oxford-image-classification-azure-sphere/releases.atom
microsoft/hack-workshop-iot,training,main,https://github.com/microsoft/hack-workshop-iot/commits/main.atom,https://github.com/microsoft/hack-workshop-iot/releases.atom
MicrosoftDocs/mslearn-end-to-end-encryption-with-app-gateway,docs,master,https://github.com/MicrosoftDocs/mslearn-end-to-end-encryption-with-app-gateway/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-end-to-end-encryption-with-app-gateway/releases.atom
Azure-Samples/CosmicClone,samples,master,https://github.com/Azure-Samples/CosmicClone/commits/master.atom,https://github.com/Azure-Samples/CosmicClone/releases.atom
Azure-Samples/drupal-on-azure-container-apps,samples,main,https://github.com/Azure-Samples/drupal-on-azure-container-apps/commits/main.atom,https://github.com/Azure-Samples/drupal-on-azure-container-apps/releases.atom
MicrosoftDocs/mslearn-aks,docs,main,https://github.com/MicrosoftDocs/mslearn-aks/commits/main.atom,https://github.com/MicrosoftDocs/mslearn-aks/releases.atom
Azure/Azure-AI-Camp,training,master,https://github.com/Azure/Azure-AI-Camp/commits/master.atom,https://github.com/Azure/Azure-AI-Camp/releases.atom
Azure-Samples/functions-python-ldamodeling,samples,main,https://github.com/Azure-Samples/functions-python-ldamodeling/commits/main.atom,https://github.com/Azure-Samples/functions-python-ldamodeling/releases.atom
microsoft/project-php-laravel-container,samples,master,https://github.com/microsoft/project-php-laravel-container/commits/master.atom,https://github.com/microsoft/project-php-laravel-container/releases.atom
microsoft/project-php-laravel-webapp,samples,master,https://github.com/microsoft/project-php-laravel-webapp/commits/master.atom,https://github.com/microsoft/project-php-laravel-webapp/releases.atom
Azure-Samples/confidential-container-samples,samples,main,https://github.com/Azure-Samples/confidential-container-samples/commits/main.atom,https://github.com/Azure-Samples/confidential-container-samples/releases.atom
MicrosoftDocs/mslearn-ingest-data-with-microsoft-fabric-notebooks,docs,main,https://github.com/MicrosoftDocs/mslearn-ingest-data-with-microsoft-fabric-notebooks/commits/main.atom,https://github.com/MicrosoftDocs/mslearn-ingest-data-with-microsoft-fabric-notebooks/releases.atom
Azure/iot-central-file-upload-device,samples,main,https://github.com/Azure/iot-central-file-upload-device/commits/main.atom,https://github.com/Azure/iot-central-file-upload-device/releases.atom
Azure-Samples/azure-python-labs,samples,main,https://github.com/Azure-Samples/azure-python-labs/commits/main.atom,https://github.com/Azure-Samples/azure-python-labs/releases.atom
microsoft/web-attestation-sample,samples,main,https://github.com/microsoft/web-attestation-sample/commits/main.atom,https://github.com/microsoft/web-attestation-sample/releases.atom
microsoft/powerbi-visuals-circlecard-react,samples,master,https://github.com/microsoft/powerbi-visuals-circlecard-react/commits/master.atom,https://github.com/microsoft/powerbi-visuals-circlecard-react/releases.atom
microsoft/winwithappplatpoc,training,main,https://github.com/microsoft/winwithappplatpoc/commits/main.atom,https://github.com/microsoft/winwithappplatpoc/releases.atom
Azure/azure-kusto-samples-js,samples,main,https://github.com/Azure/azure-kusto-samples-js/commits/main.atom,https://github.com/Azure/azure-kusto-samples-js/releases.atom
Azure-Samples/ms-identity-dotnet-advanced-token-cache,samples,master,https://github.com/Azure-Samples/ms-identity-dotnet-advanced-token-cache/commits/master.atom,https://github.com/Azure-Samples/ms-identity-dotnet-advanced-token-cache/releases.atom
OfficeDev/microsoft-teams-apps-sustain,samples,main,https://github.com/OfficeDev/microsoft-teams-apps-sustain/commits/main.atom,https://github.com/OfficeDev/microsoft-teams-apps-sustain/releases.atom
Azure-Samples/azure-digital-twins-ontology-browser,samples,main,https://github.com/Azure-Samples/azure-digital-twins-ontology-browser/commits/main.atom,https://github.com/Azure-Samples/azure-digital-twins-ontology-browser/releases.atom
Azure/reddog-code,samples,master,https://github.com/Azure/reddog-code/commits/master.atom,https://github.com/Azure/reddog-code/releases.atom
microsoft/Odyss-e-de-Teams,samples,main,https://github.com/microsoft/Odyss-e-de-Teams/commits/main.atom,https://github.com/microsoft/Odyss-e-de-Teams/releases.atom
OfficeDev/Teams-Video-Player-Bot,samples,main,https://github.com/OfficeDev/Teams-Video-Player-Bot/commits/main.atom,https://github.com/OfficeDev/Teams-Video-Player-Bot/releases.atom
microsoft/eShopOnContainers,samples,dev,https://github.com/microsoft/eShopOnContainers/commits/dev.atom,https://github.com/microsoft/eShopOnContainers/releases.atom
Azure-Samples/video-analyzer-iot-edge-csharp,samples,main,https://github.com/Azure-Samples/video-analyzer-iot-edge-csharp/commits/main.atom,https://github.com/Azure-Samples/video-analyzer-iot-edge-csharp/releases.atom
microsoft/edu-assignments-apps-sample,samples,main,https://github.com/microsoft/edu-assignments-apps-sample/commits/main.atom,https://github.com/microsoft/edu-assignments-apps-sample/releases.atom
OfficeDev/office-add-in-saas-monetization-sample,samples,master,https://github.com/OfficeDev/office-add-in-saas-monetization-sample/commits/master.atom,https://github.com/OfficeDev/office-add-in-saas-monetization-sample/releases.atom
microsoft/electron-gqlmapi,samples,main,https://github.com/microsoft/electron-gqlmapi/commits/main.atom,https://github.com/microsoft/electron-gqlmapi/releases.atom
Azure-Samples/search-qna-maker-accelerator,samples,main,https://github.com/Azure-Samples/search-qna-maker-accelerator/commits/main.atom,https://github.com/Azure-Samples/search-qna-maker-accelerator/releases.atom
microsoft/Power-BI-Embedded-Contoso-Sales-Demo,samples,main,https://github.com/microsoft/Power-BI-Embedded-Contoso-Sales-Demo/commits/main.atom,https://github.com/microsoft/Power-BI-Embedded-Contoso-Sales-Demo/releases.atom
microsoft/code-labs-jp,training,main,https://github.com/microsoft/code-labs-jp/commits/main.atom,https://github.com/microsoft/code-labs-jp/releases.atom
OfficeDev/microsoft-teams-sample-link-unfurling,samples,main,https://github.com/OfficeDev/microsoft-teams-sample-link-unfurling/commits/main.atom,https://github.com/OfficeDev/microsoft-teams-sample-link-unfurling/releases.atom
microsoft/frontend-appsells,samples,main,https://github.com/microsoft/frontend-appsells/commits/main.atom,https://github.com/microsoft/frontend-appsells/releases.atom
microsoft/Cloud-Native-In-a-Day,training,master,https://github.com/microsoft/Cloud-Native-In-a-Day/commits/master.atom,https://github.com/microsoft/Cloud-Native-In-a-Day/releases.atom
Azure-Samples/cosmos-typescript-bulk-import-throughput-optimizer,samples,master,https://github.com/Azure-Samples/cosmos-typescript-bulk-import-throughput-optimizer/commits/master.atom,https://github.com/Azure-Samples/cosmos-typescript-bulk-import-throughput-optimizer/releases.atom
MicrosoftDocs/vue-docs-image-recognition,docs,master,https://github.com/MicrosoftDocs/vue-docs-image-recognition/commits/master.atom,https://github.com/MicrosoftDocs/vue-docs-image-recognition/releases.atom
Azure-Samples/application-insights-react-demo,samples,master,https://github.com/Azure-Samples/application-insights-react-demo/commits/master.atom,https://github.com/Azure-Samples/application-insights-react-demo/releases.atom
microsoft/build20AcceleratedSpark,samples,master,https://github.com/microsoft/build20AcceleratedSpark/commits/master.atom,https://github.com/microsoft/build20AcceleratedSpark/releases.atom
microsoft/sonder-ui,docs,master,https://github.com/microsoft/sonder-ui/commits/master.atom,https://github.com/microsoft/sonder-ui/releases.atom
MicrosoftDocs/mslearn-handle-transient-errors-in-your-app,docs,master,https://github.com/MicrosoftDocs/mslearn-handle-transient-errors-in-your-app/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-handle-transient-errors-in-your-app/releases.atom
MicrosoftDocs/mslearn-build-a-web-app-with-mean-on-a-linux-vm,docs,master,https://github.com/MicrosoftDocs/mslearn-build-a-web-app-with-mean-on-a-linux-vm/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-build-a-web-app-with-mean-on-a-linux-vm/releases.atom
Azure-Samples/real-time-web-samples,samples,master,https://github.com/Azure-Samples/real-time-web-samples/commits/master.atom,https://github.com/Azure-Samples/real-time-web-samples/releases.atom
MicrosoftDocs/mslearn-aks-workshop-ratings-api,docs,master,https://github.com/MicrosoftDocs/mslearn-aks-workshop-ratings-api/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-aks-workshop-ratings-api/releases.atom
Azure-Samples/angular-cosmosdb,samples,master,https://github.com/Azure-Samples/angular-cosmosdb/commits/master.atom,https://github.com/Azure-Samples/angular-cosmosdb/releases.atom
microsoft/azure-sdk-for-net-ace,docs,main,https://github.com/microsoft/azure-sdk-for-net-ace/commits/main.atom,https://github.com/microsoft/azure-sdk-for-net-ace/releases.atom
Azure-Samples/key-vault-dotnet-core-quickstart,samples,master,https://github.com/Azure-Samples/key-vault-dotnet-core-quickstart/commits/master.atom,https://github.com/Azure-Samples/key-vault-dotnet-core-quickstart/releases.atom
Azure-Samples/mslearn-aks-application-scalability,samples,main,https://github.com/Azure-Samples/mslearn-aks-application-scalability/commits/main.atom,https://github.com/Azure-Samples/mslearn-aks-application-scalability/releases.atom
microsoft/InsiderDevTour18-Labs,training,master,https://github.com/microsoft/InsiderDevTour18-Labs/commits/master.atom,https://github.com/microsoft/InsiderDevTour18-Labs/releases.atom
microsoft/CorrelationVector-Java,docs,master,https://github.com/microsoft/CorrelationVector-Java/commits/master.atom,https://github.com/microsoft/CorrelationVector-Java/releases.atom
microsoft/vs-diagnostics-demo-recipe-app,samples,master,https://github.com/microsoft/vs-diagnostics-demo-recipe-app/commits/master.atom,https://github.com/microsoft/vs-diagnostics-demo-recipe-app/releases.atom
microsoft/WingtipTicketsSaaS-DbPerTenant,samples,master,https://github.com/microsoft/WingtipTicketsSaaS-DbPerTenant/commits/master.atom,https://github.com/microsoft/WingtipTicketsSaaS-DbPerTenant/releases.atom
microsoft/WingtipTicketsSaaS-StandaloneApp,samples,master,https://github.com/microsoft/WingtipTicketsSaaS-StandaloneApp/commits/master.atom,https://github.com/microsoft/WingtipTicketsSaaS-StandaloneApp/releases.atom
microsoft/WingtipTicketsSaaS-MultiTenantDB,samples,master,https://github.com/microsoft/WingtipTicketsSaaS-MultiTenantDB/commits/master.atom,https://github.com/microsoft/WingtipTicketsSaaS-MultiTenantDB/releases.atom
Azure-Samples/iot-hub-notifications-sync-graphdb,samples,master,https://github.com/Azure-Samples/iot-hub-notifications-sync-graphdb/commits/master.atom,https://github.com/Azure-Samples/iot-hub-notifications-sync-graphdb/releases.atom
microsoft/aks-ingress-contour-cert-manager-lets-encrypt,training,main,https://github.com/microsoft/aks-ingress-contour-cert-manager-lets-encrypt/commits/main.atom,https://github.com/microsoft/aks-ingress-contour-cert-manager-lets-encrypt/releases.atom
Azure-Samples/hdinsight-enterprise-security,samples,main,https://github.com/Azure-Samples/hdinsight-enterprise-security/commits/main.atom,https://github.com/Azure-Samples/hdinsight-enterprise-security/releases.atom
Azure-Samples/rock-paper-scissors-customvision,samples,master,https://github.com/Azure-Samples/rock-paper-scissors-customvision/commits/master.atom,https://github.com/Azure-Samples/rock-paper-scissors-customvision/releases.atom
microsoft/InclusivenessAnalyzerAzureDevOps,docs,main,https://github.com/microsoft/InclusivenessAnalyzerAzureDevOps/commits/main.atom,https://github.com/microsoft/InclusivenessAnalyzerAzureDevOps/releases.atom
Azure-Samples/app-service-web-nodejs-manage,samples,master,https://github.com/Azure-Samples/app-service-web-nodejs-manage/commits/master.atom,https://github.com/Azure-Samples/app-service-web-nodejs-manage/releases.atom
Azure-Samples/aci-event-driven-worker-queue,samples,master,https://github.com/Azure-Samples/aci-event-driven-worker-queue/commits/master.atom,https://github.com/Azure-Samples/aci-event-driven-worker-queue/releases.atom
Azure-Samples/network-node-manage-loadbalancer,samples,master,https://github.com/Azure-Samples/network-node-manage-loadbalancer/commits/master.atom,https://github.com/Azure-Samples/network-node-manage-loadbalancer/releases.atom
Azure-Samples/key-vault-node-network-acl,samples,master,https://github.com/Azure-Samples/key-vault-node-network-acl/commits/master.atom,https://github.com/Azure-Samples/key-vault-node-network-acl/releases.atom
Azure-Samples/azure-cosmos-db-sql-api-nodejs-getting-started,samples,main,https://github.com/Azure-Samples/azure-cosmos-db-sql-api-nodejs-getting-started/commits/main.atom,https://github.com/Azure-Samples/azure-cosmos-db-sql-api-nodejs-getting-started/releases.atom
Azure-Samples/azure-cosmos-db-sql-api-nodejs-todo-app,samples,main,https://github.com/Azure-Samples/azure-cosmos-db-sql-api-nodejs-todo-app/commits/main.atom,https://github.com/Azure-Samples/azure-cosmos-db-sql-api-nodejs-todo-app/releases.atom
Azure-Samples/azure-cosmos-db-mongodb-dotnet-getting-started,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-mongodb-dotnet-getting-started/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-mongodb-dotnet-getting-started/releases.atom
